year;state;month;number;date
2012;ZEYTINBURNU;MART;99;1.01.2012
2007;UMRANIYE;MART;99;1.01.2007
2017;ESENYURT;SUBAT;100;1.01.2017
2016;KADIKOY;OCAK;100;1.01.2016
2004;KARTAL;EYLUL;100;1.01.2004
2008;MALTEPE;EKIM;100;1.01.2008
2013;ÜSKÜDAR;MAYIS;100;1.01.2013
2001;ÜSKÜDAR;HAZIRAN;100;1.01.2001
2013;FATIH;SUBAT;100;1.01.2013
1999;FATIH;MART;100;1.01.1999
1998;FATIH;ARALIK;100;1.01.1998
2013;ZEYTINBURNU;SUBAT;100;1.01.2013
2008;GAZIOSMANPASA;OCAK;100;1.01.2008
2001;UMRANIYE;KASIM;100;1.01.2001
2011;ESENYURT;OCAK;101;1.01.2011
2001;ESENYURT;SUBAT;101;1.01.2001
2009;KADIKOY;EYLUL;101;1.01.2009
2017;PENDIK;KASIM;101;1.01.2017
2003;PENDIK;TEMMUZ;101;1.01.2003
2014;SISLI;ARALIK;101;1.01.2014
2006;KAGITHANE;ARALIK;101;1.01.2006
2017;KAGITHANE;EKIM;101;1.01.2017
2001;ATASEHIR;OCAK;101;1.01.2001
2016;ATASEHIR;EKIM;101;1.01.2016
2006;ATASEHIR;ARALIK;101;1.01.2006
1999;KUCUKCEKMECE;EYLUL;101;1.01.1999
2009;BEYOGLU;ARALIK;102;1.01.2009
2010;ÇATALCA;SUBAT;102;1.01.2010
1999;SISLI;OCAK;102;1.01.1999
2011;KUCUKCEKMECE;EKIM;102;1.01.2011
2000;ZEYTINBURNU;NISAN;102;1.01.2000
2004;ZEYTINBURNU;ARALIK;102;1.01.2004
2010;ESENYURT;NISAN;103;1.01.2010
2013;KADIKOY;OCAK;103;1.01.2013
2012;SARIYER;MAYIS;103;1.01.2012
2002;FATIH;MART;103;1.01.2002
2017;KAGITHANE;HAZIRAN;103;1.01.2017
1999;KAGITHANE;KASIM;103;1.01.1999
2010;KAGITHANE;ARALIK;103;1.01.2010
2017;ZEYTINBURNU;MART;103;1.01.2017
2013;ZEYTINBURNU;NISAN;103;1.01.2013
2014;ZEYTINBURNU;NISAN;103;1.01.2014
2002;GAZIOSMANPASA;ARALIK;103;1.01.2002
2009;BAGCILAR;OCAK;104;1.01.2009
2009;SARIYER;MAYIS;104;1.01.2009
2006;FATIH;SUBAT;104;1.01.2006
2011;FATIH;HAZIRAN;104;1.01.2011
2013;KAGITHANE;EKIM;104;1.01.2013
2015;KUCUKCEKMECE;HAZIRAN;104;1.01.2015
2010;ZEYTINBURNU;KASIM;104;1.01.2010
2008;UMRANIYE;KASIM;104;1.01.2008
2010;SARIYER;NISAN;105;1.01.2010
2010;FATIH;MAYIS;105;1.01.2010
2017;BEYKOZ;MART;105;1.01.2017
2010;BEYKOZ;ARALIK;105;1.01.2010
2011;ÇATALCA;HAZIRAN;105;1.01.2011
2009;PENDIK;HAZIRAN;105;1.01.2009
2015;KAGITHANE;KASIM;105;1.01.2015
2016;KAGITHANE;KASIM;105;1.01.2016
2005;ATASEHIR;SUBAT;105;1.01.2005
2011;UMRANIYE;ARALIK;105;1.01.2011
2003;ESENYURT;MAYIS;106;1.01.2003
2017;BEYKOZ;OCAK;106;1.01.2017
2009;BEYKOZ;MART;106;1.01.2009
2005;ATASEHIR;OCAK;106;1.01.2005
2013;ATASEHIR;KASIM;106;1.01.2013
2006;ZEYTINBURNU;MART;106;1.01.2006
2003;ZEYTINBURNU;NISAN;106;1.01.2003
2011;UMRANIYE;NISAN;106;1.01.2011
2015;BEYOGLU;SUBAT;107;1.01.2015
2014;ESENYURT;SUBAT;107;1.01.2014
1999;ESENYURT;TEMMUZ;107;1.01.1999
2016;MALTEPE;MART;107;1.01.2016
2005;BEYKOZ;MART;107;1.01.2005
2013;KUCUKCEKMECE;EKIM;107;1.01.2013
2017;ZEYTINBURNU;SUBAT;107;1.01.2017
2008;BEYOGLU;TEMMUZ;108;1.01.2008
2013;ESENYURT;NISAN;108;1.01.2013
2004;KARTAL;AGUSTOS;108;1.01.2004
1998;MALTEPE;EYLUL;108;1.01.1998
2011;MALTEPE;EYLUL;108;1.01.2011
2003;FATIH;SUBAT;108;1.01.2003
2001;FATIH;NISAN;108;1.01.2001
2009;BEYKOZ;ARALIK;108;1.01.2009
2011;ÇATALCA;OCAK;108;1.01.2011
2015;ÇATALCA;SUBAT;108;1.01.2015
2012;SISLI;ARALIK;108;1.01.2012
2015;KAGITHANE;MART;108;1.01.2015
2013;CEKMEKOY;KASIM;108;1.01.2013
2017;ATASEHIR;OCAK;108;1.01.2017
2011;ATASEHIR;NISAN;108;1.01.2011
2006;UMRANIYE;KASIM;108;1.01.2006
2015;ARNAVUTKOY;TEMMUZ;109;1.01.2015
2005;BESIKTAS;OCAK;109;1.01.2005
2003;KADIKOY;AGUSTOS;109;1.01.2003
2006;BEYKOZ;OCAK;109;1.01.2006
2010;BEYKOZ;MART;109;1.01.2010
2015;BEYKOZ;NISAN;109;1.01.2015
2003;PENDIK;OCAK;109;1.01.2003
2014;PENDIK;MAYIS;109;1.01.2014
2015;SISLI;OCAK;109;1.01.2015
2013;ZEYTINBURNU;ARALIK;109;1.01.2013
2003;UMRANIYE;ARALIK;109;1.01.2003
2002;ESENYURT;NISAN;110;1.01.2002
1999;SARIYER;KASIM;110;1.01.1999
2004;FATIH;ARALIK;110;1.01.2004
2013;BEYKOZ;MART;110;1.01.2013
2010;ÇATALCA;MART;110;1.01.2010
2013;SISLI;KASIM;110;1.01.2013
2009;KAGITHANE;OCAK;110;1.01.2009
2008;KAGITHANE;NISAN;110;1.01.2008
2014;KAGITHANE;EKIM;110;1.01.2014
2013;KAGITHANE;KASIM;110;1.01.2013
2009;CEKMEKOY;TEMMUZ;110;1.01.2009
2009;ZEYTINBURNU;TEMMUZ;110;1.01.2009
2002;KADIKOY;AGUSTOS;111;1.01.2002
2007;FATIH;SUBAT;111;1.01.2007
2011;BEYKOZ;SUBAT;111;1.01.2011
2007;PENDIK;EKIM;111;1.01.2007
2014;PENDIK;KASIM;111;1.01.2014
2012;PENDIK;TEMMUZ;111;1.01.2012
2014;SISLI;KASIM;111;1.01.2014
2010;KAGITHANE;EKIM;111;1.01.2010
2002;ZEYTINBURNU;MART;111;1.01.2002
2010;ZEYTINBURNU;MART;111;1.01.2010
2006;BESIKTAS;EYLUL;112;1.01.2006
2007;MALTEPE;KASIM;112;1.01.2007
2012;FATIH;SUBAT;112;1.01.2012
2001;FATIH;MAYIS;112;1.01.2001
1999;BEYKOZ;SUBAT;112;1.01.1999
2010;BEYKOZ;NISAN;112;1.01.2010
2014;PENDIK;HAZIRAN;112;1.01.2014
2003;KAGITHANE;EYLUL;112;1.01.2003
2012;KAGITHANE;MAYIS;112;1.01.2012
2011;ATASEHIR;SUBAT;112;1.01.2011
2007;ATASEHIR;KASIM;112;1.01.2007
2014;ZEYTINBURNU;SUBAT;112;1.01.2014
2007;ESENYURT;SUBAT;113;1.01.2007
2002;MALTEPE;EKIM;113;1.01.2002
2016;ÜSKÜDAR;MART;113;1.01.2016
2016;ÜSKÜDAR;NISAN;113;1.01.2016
2008;BEYKOZ;NISAN;113;1.01.2008
2016;PENDIK;OCAK;113;1.01.2016
2003;KAGITHANE;OCAK;113;1.01.2003
2012;KAGITHANE;EYLUL;113;1.01.2012
1999;UMRANIYE;HAZIRAN;113;1.01.1999
1999;ESENYURT;OCAK;114;1.01.1999
2000;ESENYURT;KASIM;114;1.01.2000
2015;BEYKOZ;MAYIS;114;1.01.2015
2017;ÇATALCA;MAYIS;114;1.01.2017
2005;PENDIK;HAZIRAN;114;1.01.2005
2011;KAGITHANE;EKIM;114;1.01.2011
2015;ARNAVUTKOY;KASIM;115;1.01.2015
2004;ESENYURT;MART;115;1.01.2004
2014;KADIKOY;OCAK;115;1.01.2014
2017;SARIYER;MART;115;1.01.2017
2002;SARIYER;ARALIK;115;1.01.2002
2002;FATIH;MART;115;1.01.2002
2012;FATIH;KASIM;115;1.01.2012
2009;PENDIK;OCAK;115;1.01.2009
2003;PENDIK;MAYIS;115;1.01.2003
2002;PENDIK;HAZIRAN;115;1.01.2002
2009;ATASEHIR;NISAN;115;1.01.2009
2010;BEYOGLU;MART;116;1.01.2010
2007;BEYOGLU;TEMMUZ;116;1.01.2007
2005;ESENYURT;ARALIK;116;1.01.2005
2002;ÜSKÜDAR;SUBAT;116;1.01.2002
2008;FATIH;TEMMUZ;116;1.01.2008
2015;SISLI;EYLUL;116;1.01.2015
2014;KAGITHANE;SUBAT;116;1.01.2014
2005;KAGITHANE;EKIM;116;1.01.2005
2011;KAGITHANE;AGUSTOS;116;1.01.2011
2005;KUCUKCEKMECE;EYLUL;116;1.01.2005
2009;ZEYTINBURNU;EYLUL;116;1.01.2009
2009;ESENYURT;SUBAT;117;1.01.2009
2016;SARIYER;SUBAT;117;1.01.2016
2017;SARIYER;KASIM;117;1.01.2017
2009;PENDIK;EKIM;117;1.01.2009
2009;PENDIK;MAYIS;117;1.01.2009
2010;SISLI;ARALIK;117;1.01.2010
2013;KAGITHANE;EYLUL;117;1.01.2013
2002;KAGITHANE;KASIM;117;1.01.2002
2011;KAGITHANE;KASIM;117;1.01.2011
2000;CEKMEKOY;TEMMUZ;117;1.01.2000
2013;CEKMEKOY;TEMMUZ;117;1.01.2013
2009;ATASEHIR;EYLUL;117;1.01.2009
2002;ESENYURT;HAZIRAN;118;1.01.2002
2003;MALTEPE;AGUSTOS;118;1.01.2003
2015;SARIYER;OCAK;118;1.01.2015
2009;FATIH;MART;118;1.01.2009
2010;BEYKOZ;OCAK;118;1.01.2010
2013;ZEYTINBURNU;MAYIS;118;1.01.2013
2017;BEYOGLU;HAZIRAN;119;1.01.2017
2015;ÜSKÜDAR;NISAN;119;1.01.2015
2011;FATIH;SUBAT;119;1.01.2011
2008;FATIH;MAYIS;119;1.01.2008
2012;SILE;NISAN;119;1.01.2012
1998;SILE;ARALIK;119;1.01.1998
2015;CEKMEKOY;HAZIRAN;119;1.01.2015
2016;UMRANIYE;ARALIK;119;1.01.2016
2005;ESENYURT;MAYIS;120;1.01.2005
2016;FATIH;HAZIRAN;120;1.01.2016
2002;ÇATALCA;SUBAT;120;1.01.2002
2015;PENDIK;OCAK;120;1.01.2015
2005;KAGITHANE;AGUSTOS;120;1.01.2005
2003;KUCUKCEKMECE;NISAN;120;1.01.2003
2015;ZEYTINBURNU;OCAK;120;1.01.2015
2013;ZEYTINBURNU;KASIM;120;1.01.2013
2010;UMRANIYE;MART;120;1.01.2010
2011;BEYOGLU;ARALIK;121;1.01.2011
2017;ESENYURT;MAYIS;121;1.01.2017
2017;KADIKOY;AGUSTOS;121;1.01.2017
2008;ÜSKÜDAR;OCAK;121;1.01.2008
2015;PENDIK;EKIM;121;1.01.2015
2011;KAGITHANE;TEMMUZ;121;1.01.2011
2003;KAGITHANE;KASIM;121;1.01.2003
2011;ATASEHIR;KASIM;121;1.01.2011
1998;ZEYTINBURNU;ARALIK;121;1.01.1998
2004;ESENYURT;SUBAT;122;1.01.2004
2017;KARTAL;EYLUL;122;1.01.2017
2015;PENDIK;ARALIK;122;1.01.2015
2001;PENDIK;TEMMUZ;122;1.01.2001
2014;KUCUKCEKMECE;EKIM;122;1.01.2014
2009;BESIKTAS;ARALIK;123;1.01.2009
2004;BEYOGLU;OCAK;123;1.01.2004
2006;BEYOGLU;TEMMUZ;123;1.01.2006
2010;BEYOGLU;ARALIK;123;1.01.2010
2016;SARIYER;KASIM;123;1.01.2016
2016;FATIH;ARALIK;123;1.01.2016
2012;BEYKOZ;SUBAT;123;1.01.2012
2016;BEYKOZ;MART;123;1.01.2016
2017;PENDIK;EKIM;123;1.01.2017
2007;SILE;OCAK;123;1.01.2007
1999;SILE;TEMMUZ;123;1.01.1999
2004;ESENYURT;MAYIS;124;1.01.2004
2016;KADIKOY;TEMMUZ;124;1.01.2016
1999;KADIKOY;EYLUL;124;1.01.1999
2011;ÜSKÜDAR;OCAK;124;1.01.2011
2007;BEYKOZ;MAYIS;124;1.01.2007
2014;KAGITHANE;KASIM;124;1.01.2014
2002;ESENYURT;OCAK;125;1.01.2002
2013;ESENYURT;OCAK;125;1.01.2013
2017;BEYKOZ;MAYIS;125;1.01.2017
2004;BEYKOZ;ARALIK;125;1.01.2004
2000;PENDIK;EKIM;125;1.01.2000
2005;PENDIK;MAYIS;125;1.01.2005
2011;KAGITHANE;ARALIK;125;1.01.2011
2000;ATASEHIR;MART;125;1.01.2000
2009;ZEYTINBURNU;HAZIRAN;125;1.01.2009
2010;ARNAVUTKOY;TEMMUZ;126;1.01.2010
2003;FATIH;NISAN;126;1.01.2003
2005;FATIH;NISAN;126;1.01.2005
2003;BEYKOZ;SUBAT;126;1.01.2003
2016;BEYKOZ;KASIM;126;1.01.2016
2013;PENDIK;KASIM;126;1.01.2013
2008;KAGITHANE;ARALIK;126;1.01.2008
2000;KAGITHANE;OCAK;126;1.01.2000
2016;ATASEHIR;NISAN;126;1.01.2016
2008;ZEYTINBURNU;TEMMUZ;126;1.01.2008
2015;KADIKOY;AGUSTOS;127;1.01.2015
2000;KADIKOY;EYLUL;127;1.01.2000
2016;FATIH;OCAK;127;1.01.2016
2000;FATIH;MAYIS;127;1.01.2000
1999;FATIH;HAZIRAN;127;1.01.1999
2004;KUCUKCEKMECE;HAZIRAN;127;1.01.2004
2013;ZEYTINBURNU;EKIM;127;1.01.2013
2011;BESIKTAS;EYLUL;128;1.01.2011
2016;MALTEPE;EYLUL;128;1.01.2016
2010;ÜSKÜDAR;NISAN;128;1.01.2010
2009;BEYKOZ;MAYIS;128;1.01.2009
2009;CEKMEKOY;KASIM;128;1.01.2009
2012;UMRANIYE;ARALIK;128;1.01.2012
2015;SARIYER;MAYIS;129;1.01.2015
2003;SARIYER;ARALIK;129;1.01.2003
2011;FATIH;OCAK;129;1.01.2011
2014;FATIH;NISAN;129;1.01.2014
2007;ÇATALCA;HAZIRAN;129;1.01.2007
2001;KAGITHANE;AGUSTOS;129;1.01.2001
2015;KAGITHANE;EKIM;129;1.01.2015
2016;KAGITHANE;EKIM;129;1.01.2016
2017;ATASEHIR;SUBAT;129;1.01.2017
2003;KUCUKCEKMECE;ARALIK;129;1.01.2003
1998;ARNAVUTKOY;AGUSTOS;130;1.01.1998
2012;PENDIK;KASIM;130;1.01.2012
2003;PENDIK;NISAN;130;1.01.2003
2000;SISLI;EYLUL;130;1.01.2000
2007;KAGITHANE;KASIM;130;1.01.2007
2011;CEKMEKOY;HAZIRAN;130;1.01.2011
2012;ATASEHIR;SUBAT;130;1.01.2012
2013;UMRANIYE;NISAN;130;1.01.2013
1998;BESIKTAS;KASIM;131;1.01.1998
2013;ESENYURT;ARALIK;131;1.01.2013
1999;KADIKOY;AGUSTOS;131;1.01.1999
2006;ÜSKÜDAR;HAZIRAN;131;1.01.2006
2008;ÇATALCA;OCAK;131;1.01.2008
2016;PENDIK;EYLUL;131;1.01.2016
2016;KAGITHANE;TEMMUZ;131;1.01.2016
2014;ESENYURT;OCAK;132;1.01.2014
1999;BEYKOZ;HAZIRAN;132;1.01.1999
2016;PENDIK;KASIM;132;1.01.2016
2008;KAGITHANE;EYLUL;132;1.01.2008
2003;ZEYTINBURNU;HAZIRAN;132;1.01.2003
2016;BEYOGLU;ARALIK;133;1.01.2016
2011;KARTAL;EYLUL;133;1.01.2011
2017;FATIH;KASIM;133;1.01.2017
2014;BEYKOZ;OCAK;133;1.01.2014
2007;PENDIK;ARALIK;133;1.01.2007
2006;SILE;OCAK;133;1.01.2006
2002;ATASEHIR;KASIM;133;1.01.2002
2005;BEYKOZ;MAYIS;134;1.01.2005
2017;PENDIK;EKIM;134;1.01.2017
2012;KAGITHANE;TEMMUZ;134;1.01.2012
2008;ESENYURT;MART;135;1.01.2008
2017;SARIYER;MAYIS;135;1.01.2017
2000;BEYKOZ;HAZIRAN;135;1.01.2000
2006;PENDIK;EKIM;135;1.01.2006
2008;KAGITHANE;EKIM;135;1.01.2008
1999;CEKMEKOY;TEMMUZ;135;1.01.1999
2006;ATASEHIR;EKIM;135;1.01.2006
2004;ATASEHIR;KASIM;135;1.01.2004
2005;ATASEHIR;KASIM;135;1.01.2005
2000;ARNAVUTKOY;AGUSTOS;136;1.01.2000
2015;BAGCILAR;ARALIK;136;1.01.2015
2016;SARIYER;MART;136;1.01.2016
2011;SARIYER;MAYIS;136;1.01.2011
2010;FATIH;NISAN;136;1.01.2010
2017;BEYKOZ;KASIM;136;1.01.2017
2012;PENDIK;EKIM;136;1.01.2012
2016;ATASEHIR;ARALIK;136;1.01.2016
2011;ZEYTINBURNU;MAYIS;136;1.01.2011
2001;ARNAVUTKOY;EKIM;137;1.01.2001
2014;BESIKTAS;EYLUL;137;1.01.2014
2007;KARTAL;AGUSTOS;137;1.01.2007
2003;FATIH;MART;137;1.01.2003
2006;FATIH;MART;137;1.01.2006
2007;FATIH;MART;137;1.01.2007
2015;PENDIK;TEMMUZ;137;1.01.2015
2007;KAGITHANE;EKIM;137;1.01.2007
2017;KAGITHANE;KASIM;137;1.01.2017
2003;ZEYTINBURNU;SUBAT;137;1.01.2003
2014;SARIYER;NISAN;138;1.01.2014
2011;PENDIK;KASIM;138;1.01.2011
2014;SILE;MAYIS;138;1.01.2014
2008;CEKMEKOY;TEMMUZ;138;1.01.2008
2008;ATASEHIR;SUBAT;138;1.01.2008
2002;UMRANIYE;MAYIS;138;1.01.2002
2014;FATIH;SUBAT;139;1.01.2014
2000;FATIH;ARALIK;139;1.01.2000
2010;BEYKOZ;HAZIRAN;139;1.01.2010
2006;PENDIK;TEMMUZ;139;1.01.2006
2016;ZEYTINBURNU;MAYIS;139;1.01.2016
2016;BEYOGLU;MART;140;1.01.2016
2003;ESENYURT;HAZIRAN;140;1.01.2003
2002;KAGITHANE;EKIM;140;1.01.2002
2007;ESENYURT;MART;141;1.01.2007
2013;ESENYURT;MAYIS;141;1.01.2013
2015;MALTEPE;KASIM;141;1.01.2015
2007;FATIH;HAZIRAN;141;1.01.2007
1998;SISLI;KASIM;141;1.01.1998
2013;SISLI;ARALIK;141;1.01.2013
2002;CEKMEKOY;HAZIRAN;141;1.01.2002
2016;BESIKTAS;EYLUL;142;1.01.2016
2017;ÜSKÜDAR;MAYIS;142;1.01.2017
2012;PENDIK;KASIM;142;1.01.2012
2009;ZEYTINBURNU;MAYIS;142;1.01.2009
2005;ESENYURT;SUBAT;143;1.01.2005
2015;ESENYURT;SUBAT;143;1.01.2015
2004;KADIKOY;OCAK;143;1.01.2004
2016;FATIH;MART;143;1.01.2016
2001;FATIH;ARALIK;143;1.01.2001
2013;BEYKOZ;SUBAT;143;1.01.2013
1998;PENDIK;KASIM;143;1.01.1998
2013;SISLI;EYLUL;143;1.01.2013
2013;CEKMEKOY;ARALIK;143;1.01.2013
2014;ATASEHIR;KASIM;143;1.01.2014
2010;ZEYTINBURNU;HAZIRAN;143;1.01.2010
2015;ESENYURT;MAYIS;144;1.01.2015
2014;ESENYURT;ARALIK;144;1.01.2014
2004;KADIKOY;EYLUL;144;1.01.2004
2005;SARIYER;KASIM;144;1.01.2005
2012;BEYKOZ;MAYIS;144;1.01.2012
2013;BEYKOZ;HAZIRAN;144;1.01.2013
2002;ÇATALCA;OCAK;144;1.01.2002
2011;KAGITHANE;KASIM;144;1.01.2011
2014;CEKMEKOY;ARALIK;144;1.01.2014
2004;ZEYTINBURNU;KASIM;144;1.01.2004
2011;UMRANIYE;KASIM;144;1.01.2011
2000;BEYOGLU;EKIM;145;1.01.2000
2004;ÜSKÜDAR;MAYIS;145;1.01.2004
2012;PENDIK;EKIM;145;1.01.2012
2009;KAGITHANE;NISAN;145;1.01.2009
2002;BEYOGLU;TEMMUZ;146;1.01.2002
2002;ESENYURT;MART;146;1.01.2002
2001;KADIKOY;TEMMUZ;146;1.01.2001
2012;SISLI;OCAK;146;1.01.2012
2003;UMRANIYE;KASIM;146;1.01.2003
2003;BEYOGLU;ARALIK;147;1.01.2003
2017;KARTAL;AGUSTOS;147;1.01.2017
2015;BEYKOZ;OCAK;147;1.01.2015
2004;PENDIK;HAZIRAN;147;1.01.2004
2006;SISLI;EYLUL;147;1.01.2006
2015;ZEYTINBURNU;HAZIRAN;147;1.01.2015
2007;UMRANIYE;KASIM;147;1.01.2007
2013;BESIKTAS;ARALIK;148;1.01.2013
2014;ESENYURT;MART;148;1.01.2014
2014;ÜSKÜDAR;MAYIS;148;1.01.2014
2015;FATIH;SUBAT;148;1.01.2015
2004;PENDIK;TEMMUZ;148;1.01.2004
2006;SISLI;OCAK;148;1.01.2006
2006;KAGITHANE;KASIM;148;1.01.2006
2009;KAGITHANE;EKIM;148;1.01.2009
2016;CEKMEKOY;ARALIK;148;1.01.2016
2011;ESENYURT;NISAN;149;1.01.2011
2010;FATIH;MART;149;1.01.2010
2010;FATIH;HAZIRAN;149;1.01.2010
2002;ÇATALCA;HAZIRAN;149;1.01.2002
2009;PENDIK;EYLUL;149;1.01.2009
2005;KAGITHANE;ARALIK;149;1.01.2005
2004;KAGITHANE;MART;149;1.01.2004
2015;ZEYTINBURNU;TEMMUZ;149;1.01.2015
2003;BAGCILAR;OCAK;150;1.01.2003
2013;SARIYER;MAYIS;150;1.01.2013
2013;BEYKOZ;MAYIS;150;1.01.2013
2010;PENDIK;EKIM;150;1.01.2010
2006;SILE;TEMMUZ;150;1.01.2006
2010;ZEYTINBURNU;MAYIS;150;1.01.2010
2008;ESENYURT;NISAN;151;1.01.2008
2011;BEYKOZ;MAYIS;151;1.01.2011
2004;PENDIK;ARALIK;151;1.01.2004
2004;CEKMEKOY;HAZIRAN;151;1.01.2004
2012;BEYKOZ;MART;152;1.01.2012
2005;KAGITHANE;OCAK;152;1.01.2005
2012;ATASEHIR;EKIM;152;1.01.2012
2017;KUCUKCEKMECE;KASIM;152;1.01.2017
2010;ZEYTINBURNU;SUBAT;152;1.01.2010
2007;ZEYTINBURNU;MART;152;1.01.2007
2003;FATIH;ARALIK;153;1.01.2003
2011;BEYKOZ;KASIM;153;1.01.2011
2016;SILE;HAZIRAN;153;1.01.2016
2005;KAGITHANE;OCAK;153;1.01.2005
2005;KAGITHANE;MART;153;1.01.2005
2005;CEKMEKOY;HAZIRAN;153;1.01.2005
2009;ATASEHIR;SUBAT;153;1.01.2009
2008;ZEYTINBURNU;AGUSTOS;153;1.01.2008
2006;ZEYTINBURNU;EKIM;153;1.01.2006
2017;ESENYURT;OCAK;154;1.01.2017
2016;ÇATALCA;MAYIS;154;1.01.2016
2005;SISLI;EYLUL;154;1.01.2005
2016;BAGCILAR;ARALIK;155;1.01.2016
2014;KADIKOY;AGUSTOS;155;1.01.2014
2014;KADIKOY;EYLUL;155;1.01.2014
2010;BEYKOZ;SUBAT;155;1.01.2010
2007;BEYKOZ;MART;155;1.01.2007
2014;BEYKOZ;ARALIK;155;1.01.2014
2005;PENDIK;EKIM;155;1.01.2005
2005;PENDIK;TEMMUZ;155;1.01.2005
2013;PENDIK;ARALIK;155;1.01.2013
2003;ZEYTINBURNU;KASIM;155;1.01.2003
2011;ESENYURT;SUBAT;156;1.01.2011
2010;ESENYURT;MART;156;1.01.2010
2007;SISLI;OCAK;156;1.01.2007
2004;KAGITHANE;TEMMUZ;156;1.01.2004
2013;KAGITHANE;AGUSTOS;156;1.01.2013
2017;ATASEHIR;EKIM;156;1.01.2017
2015;KUCUKCEKMECE;EYLUL;156;1.01.2015
2016;KUCUKCEKMECE;KASIM;156;1.01.2016
2000;BESIKTAS;KASIM;157;1.01.2000
1999;ESENYURT;SUBAT;157;1.01.1999
2004;SARIYER;MAYIS;157;1.01.2004
2010;FATIH;SUBAT;157;1.01.2010
2012;FATIH;MAYIS;157;1.01.2012
2000;FATIH;HAZIRAN;157;1.01.2000
2014;BEYKOZ;SUBAT;157;1.01.2014
2005;PENDIK;EKIM;157;1.01.2005
2003;ATASEHIR;ARALIK;157;1.01.2003
2003;BEYOGLU;OCAK;158;1.01.2003
2004;ESENYURT;OCAK;158;1.01.2004
2005;ESENYURT;MART;158;1.01.2005
2001;ESENYURT;ARALIK;158;1.01.2001
2005;FATIH;MART;158;1.01.2005
2013;FATIH;MART;158;1.01.2013
2015;PENDIK;EKIM;158;1.01.2015
2015;KAGITHANE;AGUSTOS;158;1.01.2015
2010;CEKMEKOY;ARALIK;158;1.01.2010
2010;KARTAL;AGUSTOS;159;1.01.2010
2003;MALTEPE;EKIM;159;1.01.2003
2008;FATIH;ARALIK;159;1.01.2008
2005;FATIH;KASIM;159;1.01.2005
2005;PENDIK;ARALIK;159;1.01.2005
2003;PENDIK;HAZIRAN;159;1.01.2003
2000;PENDIK;ARALIK;159;1.01.2000
2000;FATIH;TEMMUZ;160;1.01.2000
2002;SILE;SUBAT;160;1.01.2002
2006;KAGITHANE;EKIM;160;1.01.2006
2004;ATASEHIR;ARALIK;160;1.01.2004
2007;ESENYURT;MAYIS;161;1.01.2007
2006;FATIH;NISAN;161;1.01.2006
2016;FATIH;NISAN;161;1.01.2016
2014;BEYKOZ;NISAN;161;1.01.2014
2013;SISLI;EKIM;161;1.01.2013
2016;SISLI;ARALIK;161;1.01.2016
2002;SILE;HAZIRAN;161;1.01.2002
2004;KAGITHANE;KASIM;161;1.01.2004
2015;BAGCILAR;KASIM;162;1.01.2015
2007;BESIKTAS;EKIM;162;1.01.2007
2011;PENDIK;HAZIRAN;162;1.01.2011
2014;ATASEHIR;NISAN;162;1.01.2014
2017;ESENYURT;MART;163;1.01.2017
2002;PENDIK;ARALIK;163;1.01.2002
2012;KAGITHANE;EKIM;163;1.01.2012
2015;ATASEHIR;MART;163;1.01.2015
2005;ZEYTINBURNU;KASIM;163;1.01.2005
2016;ESENYURT;ARALIK;164;1.01.2016
2005;SARIYER;MAYIS;164;1.01.2005
2009;FATIH;SUBAT;164;1.01.2009
2007;SISLI;EYLUL;164;1.01.2007
2009;SISLI;EYLUL;164;1.01.2009
2017;KAGITHANE;AGUSTOS;164;1.01.2017
2004;KAGITHANE;KASIM;164;1.01.2004
2017;UMRANIYE;NISAN;164;1.01.2017
2017;FATIH;SUBAT;165;1.01.2017
2002;PENDIK;ARALIK;165;1.01.2002
2016;UMRANIYE;MART;165;1.01.2016
2001;BEYOGLU;EYLUL;166;1.01.2001
2002;ESENYURT;MAYIS;166;1.01.2002
2008;KADIKOY;OCAK;166;1.01.2008
2012;FATIH;OCAK;166;1.01.2012
2001;BEYKOZ;HAZIRAN;166;1.01.2001
2003;KAGITHANE;EYLUL;166;1.01.2003
2016;SARIYER;NISAN;167;1.01.2016
2013;ÇATALCA;OCAK;167;1.01.2013
2016;PENDIK;NISAN;167;1.01.2016
2003;ARNAVUTKOY;TEMMUZ;168;1.01.2003
2012;BESIKTAS;EYLUL;168;1.01.2012
2012;ESENYURT;KASIM;168;1.01.2012
2003;SARIYER;KASIM;168;1.01.2003
2013;PENDIK;TEMMUZ;168;1.01.2013
2005;KAGITHANE;EKIM;168;1.01.2005
2001;ZEYTINBURNU;KASIM;168;1.01.2001
2003;BEYOGLU;KASIM;169;1.01.2003
2006;ESENYURT;ARALIK;169;1.01.2006
2006;SARIYER;TEMMUZ;169;1.01.2006
2009;FATIH;NISAN;169;1.01.2009
2004;FATIH;SUBAT;169;1.01.2004
2012;FATIH;MART;169;1.01.2012
2017;PENDIK;HAZIRAN;169;1.01.2017
2015;KAGITHANE;MAYIS;169;1.01.2015
1998;KAGITHANE;EKIM;169;1.01.1998
2017;FATIH;MART;170;1.01.2017
2003;FATIH;HAZIRAN;170;1.01.2003
2008;SISLI;OCAK;170;1.01.2008
2016;CEKMEKOY;HAZIRAN;170;1.01.2016
2002;SARIYER;MAYIS;171;1.01.2002
2011;FATIH;OCAK;171;1.01.2011
2009;FATIH;ARALIK;171;1.01.2009
